C1503,159840,6443
C1504,159840,6443
C1505,159840,6443
C1507,854569,
C1522,163150,
C1524,858172,
C1529,159910,6442
C1533,165930,
C1537,,3434
C1547,93540,-6562
C1561,93500,3660
C1562,854651,3658
C1572,854651,3658
C1588,81460,
C1591,56120,
C1594,,3698
C1609,,3704
C1610,,3704
C1612,88370,3709
C1619,165110,
C1629,95270,-698
C1631,39360,1029
C1632,,3648
C1637,84560,3190
C1638,84560,3190
C1640,,-646
C1669,400043,2517
C1670,,3672
C1672,,3628
C1673,,3621
C1679,88180,
C1684,87800,3694
C1697,88350,
C1724,,-6690
C1725,,2527
C1730,,3480
C1735,40830,-4227
C1737,85420,3680
C1742,95420,3682
C1746,,3693
C1748,85580,3221
C1760,,3717
C1765,,3708
C1767,,-6690
C11283,96290,3710
C1771,850060,2291
C1781,851706,2324
C1785,72470,2496
C1788,72660,2534
C1789,66620,2297
C1800,77420,2797
C1801,69240,2277
C1809,69300,2408
C1810,69310,-762
C1813,,-4367
C1819,66870,-2421
C1822,66830,2283
C1823,66830,2283
C1824,66150,2279
C1825,66370,2281
C1826,66370,2281
C1827,66420,2302
C1830,68690,
C1841,67450,2724
C1842,76660,2717
C1843,,-7743
C1847,76710,
C1852,77100,2721
C1856,,2720
C1857,,2720
C1858,,-7744
C1870,70810,
C1872,,2340
C1874,,-652
C1875,,2580
C1882,70920,2466
C1886,,109
C1887,164780,
C1890,69560,2418
C1891,,2436
C1900,69610,2419
C1901,29840,646
C1902,29840,646
C1903,55500,1705
C1904,70420,2420
C1913,69590,2422
C1921,64850,2428
C1922,69760,2439
C1929,70310,2425
C1931,854513,-5140
C1934,70360,2437
C1936,68390,
C1941,68390,3368
C1945,71400,2478
C1950,71400,2478
C1956,70710,2464
C1961,78030,2753
C1962,71720,-4210
C1964,46450,2487
C1965,46450,2487
C1967,77760,2803
C1971,,2412
C1972,600469,-26
C1974,27260,-222
C1979,600050,2233
C1981,,1693
C1990,72630,2529
C1991,71880,2492
C1992,855067,2566
C1999,72120,-47
C2000,72010,-47
C2005,,1692
C2006,77710,2796
C2008,72540,2529
C2010,47820,
C2014,72940,2351
C2015,73040,2561
C2017,,2581
C2018,,2581
C2025,72830,
C2027,72830,
C2028,77800,2556
C2035,74950,2672
C2044,75070,2679
C2045,74750,2674
C2046,74770,2675
C2047,74780,2677
C2053,,2676
C2055,75870,
C2057,76210,2693
C2064,76010,
C2067,75590,2689
C2069,78340,
C2070,78340,
C2071,67500,
C2072,77960,2354
C2082,77310,2742
C2084,400854,2797
C2093,854516,2767
C2096,,2800
C2101,78140,2765
C2116,,-4524
C2117,78610,-4171
C2118,77690,2801
C2122,78220,2792
C2123,78220,2792
C2146,78150,2753
C2150,854515,-3035
C2155,24640,2942
C2156,24640,2942
C2157,89900,
C2160,69040,2380
C2161,69040,2380
C2164,69040,2380
C2165,69000,2378
C2176,,1258
C2178,67590,2393
C2191,68520,2405
C2192,69300,2408
C2195,74300,2646
C2196,74300,2646
C2198,600392,2254
C2199,600392,2254
C2203,76300,2702
C2207,,2644
C2208,,2644
C2219,76330,2701
C2257,,2703
C2260,,2707
C2261,,2707
C2262,,2710
C2270,76620,2711
C2273,,2699
C2280,71060,2348
C2281,64750,2238
C2282,73400,-4833
C2283,74010,2635
C2284,73530,2343
C2285,854514,2596
C2296,,2597
C2297,67280,2659
C2299,,2661
C2301,73330,2599
C2302,450266,2602
C2305,73500,2626
C2307,,2341
C2308,,2341
C2310,73860,2619
C2311,,2591
C2312,74370,
C2315,,2665
C2316,74690,2671
C2323,73561,2640
C2325,68920,2585
C2326,73130,2586
C2328,76230,2696
C2330,,2842
C2331,78480,2847
C2333,,2862
C2335,,2858
C2339,78670,2860
C2342,,2837
C2346,77140,2733
C11279,10070,2866
C2348,850787,2869
C2349,64360,2871
C2350,78870,2870
C2351,55500,1705
C2352,851623,2952
C2354,79580,-73
C2356,80340,3069
C2371,854518,3070
C2381,854518,2962
C2383,80450,3071
C2384,550008,3021
C2386,,1368
C2387,,3009
C2389,85100,3020
C2393,851623,3017
C2394,,3022
C2395,854518,3070
C2397,,547
C2417,81650,3104
C2418,81650,3104
C2427,81680,3106
C2429,82530,3125
C2432,,3122
C2441,82810,3136
C2442,82850,3138
C2443,82870,3142
C2444,82260,3117
C2445,851663,3017
C2446,89240,3286
C2450,854710,
C2452,600036,3290
C2456,,3284
C2458,89190,558
C2473,27410,3164
C2474,81660,3105
C2475,81660,3105
C2477,,3173
C2479,84510,-2317
C2486,80170,3058
C2490,500005,3095
C2498,69630,3198
C2499,69630,3198
C2502,70220,-4361
C2503,70220,-4361
C2504,,1714
C2506,84920,-3894
C2507,83110,3149
C2508,83140,3148
C2510,85040,3205
C2511,85040,3205
C2512,85040,3205
C2513,88270,
C2519,87870,3263
C2522,90960,3299
C2523,90880,3298
C2527,90900,3063
C2529,,-807
C2530,,-358
C2531,600030,2779
C2532,600056,2781
C2533,860665,3302
C2534,90160,
C2535,90260,3318
C2536,90280,3320
C2537,90360,-4991
C2538,400281,3323
C2556,90120,
C2557,500020,3314
C2558,91410,-3297
C2561,,2938
C2562,90080,
C2563,90080,
C2564,90080,
C2565,90170,
C2566,89980,
C2567,89980,
C2568,89980,
C2569,66000,
C2570,83950,3313
C2572,90020,
C2573,90020,
C2574,90020,
C2578,80800,3081
C2589,80840,3085
C2593,80060,3089
C2595,81570,
C2596,81410,
C2598,85010,3062
C2602,80650,-1101
C2603,88620,
C2606,,3279
C2607,138010,
C2610,88400,3275
C2611,87560,3252
C2613,87560,3252
C2619,87620,-1448
C2620,87600,-1448
C2622,87580,
C2623,83420,3155
C2627,83380,-240
C2628,,-4801
C2632,854519,-3275
C2633,83680,-191
C2637,550034,3156
C2640,86600,3238
C2643,27700,585
C2644,81400,3100
C2650,,3100
C2651,85210,
C2654,85290,3215
C2655,86130,3233
C2656,86150,-2221
C2658,86210,-2221
C2659,854520,
C2662,86430,3235
C2667,85490,3220
C2671,85710,-2099
C2674,85790,3225
C2676,86680,3241
C2691,91670,
C2706,,3334
C2711,86750,3333
C2712,854565,-3257
C2723,,2932
C2724,89720,3294
C2734,450158,825
C2735,36300,
C2738,23770,80
C2739,23830,83
C2740,41470,1123
C2742,,-2539
C2743,,1139
C2744,32440,233
C2745,21420,15
C2746,37740,967
C2747,37740,967
C2753,101440,-475
C2754,38050,973
C2756,24120,465
C2758,31250,212
C2761,31610,222
C2763,21140,-317
C2764,850291,264
C2765,23110,-4346
C2766,40900,-5535
C2777,21810,353
C2778,30210,662
C2779,42100,1162
C2780,42120,-3636
C2783,851446,1839
C2785,550051,1931
C2786,550021,1925
C2788,851661,1921
C2790,58710,1838
C2791,58780,1922
C2792,58780,1922
C2794,851661,1920
C2795,59610,
C2797,,7097
C2798,,1926
C2799,58780,1922
C2800,851661,1920
C2801,61010,
C2802,58650,1941
C2803,,1954
C2808,854511,
C2809,59300,
C2820,,2112
C2831,55770,
C2832,60020,1978
C2835,60030,1977
C2837,59960,1981
C2847,60130,1983
C2852,60130,1983
C2856,59990,-230
C2858,83010,1971
C2859,59540,1972
C2862,60300,2078
C2863,60220,1985
C2868,401147,1939
C2869,60920,2083
C2874,62900,2084
C2876,,2099
C2880,,2098
C2888,,2042
C2890,,2028
C2894,61260,2096
C2895,61240,2091
C2903,,2105
C2912,62180,2142
C2919,62450,
C2920,62450,
C2922,59460,2179
C2925,59440,2178
C2933,63270,2181
C2936,62890,
C2937,63120,
C2939,63110,2187
C2940,,2186
C2942,62980,2185
C2944,61140,1990
C2946,61780,2131
C2949,62280,2150
C2956,62290,2152
C2958,62610,2155
C2966,62240,
C2973,61730,2136
C2979,61370,2120
C2983,61900,2138
C2985,61950,2139
C2986,61950,2139
C2995,62220,2127
C2997,59230,2141
C3004,61400,2124
C3005,61490,2126
C3006,61490,2126
C3016,,2191
C3019,,2192
C3023,62730,2166
C3024,,2162
C3026,62340,
C3029,600214,3438
C3030,600214,3438
C3034,93290,3436
C3035,93290,3436
C3037,93230,3423
C3038,92560,3408
C3049,92630,3411
C3052,,-2506
C3053,,4185
C3055,92640,3412
C3056,64970,
C3058,95940,3561
C3066,96290,3710
C3080,96440,3591
C3086,94160,3482
C3087,94160,3482
C3088,94180,3484
C3090,94200,3485
C3092,94530,3491
C3093,94530,3491
C3094,94530,3491
C3095,94530,3491
C3101,94530,3491
C3103,94600,3500
C3109,94920,3519
C3114,855219,3490
C3115,84370,3181
C3116,84360,3181
C3121,94700,3515
C3128,94720,
C3129,92870,3474
C3130,95030,3473
C3132,95350,-162
C3137,95350,-162
C3138,60430,2002
C3139,,2003
C3140,60430,2002
C3144,94410,
C3145,,3563
C3146,96130,3575
C3150,96011,3569
C3151,96010,3569
C3155,,3582
C3162,96600,3606
C3164,,4396
C3173,,3377
C3175,,4186
C3176,108880,
C3177,93850,3599
C3178,96610,3601
C3179,96620,-6631
C3180,400633,3656
C3182,,3433
C3185,96640,3608
C3194,90810,
C3195,,3611
C3196,92830,
C3201,39210,140
C3203,95130,3517
C3204,95130,3517
C3206,93880,
C3207,48130,3462
C3222,96210,3586
C3235,93690,3531
C3239,95890,3557
C3242,95930,3558
C3245,95890,
C3254,95500,3538
C3255,,3541
C3258,,3590
C3262,10090,4934
C3263,125670,-332
C3268,851454,2250
C3269,,1711
C3271,125040,4940
C3272,125010,4938
C3273,,4941
C3274,128660,
C3275,128660,4985
C3276,128660,
C3277,128660,
C3278,128660,
C3283,400960,5705
C3284,400960,5706
C3285,147350,5702
C3286,854540,4948
C3288,126200,5017
C3295,125600,4969
C3302,129610,
C3303,129610,
C3304,130360,5132
C3312,131200,5177
C3313,131210,5183
C3314,131390,5185
C3327,131320,
C3328,131320,
C3329,131320,
C3330,856678,-910
C3331,856678,-910
C3337,131230,
C3339,131530,5182
C3340,131120,5194
C3343,131040,5033
C3344,132270,5193
C3351,128750,
C3357,,-8051
C3360,131760,
C3361,131770,5197
C3363,131850,
C3364,,5221
C3365,132260,5222
C3366,133370,5224
C3373,131980,5209
C3374,131900,5205
C3375,,4960
C3376,,4960
C3377,,4960
C3379,,5204
C3380,125670,-332
C3381,126360,5016
C3382,126360,5016
C3385,131460,
C3387,855957,5130
C3388,855957,5130
C3390,138920,5378
C3391,,5065
C3397,,4951
C3398,,5052
C3403,,5642
C3407,127380,5099
C3408,127330,5632
C3423,854552,5634
C3428,146060,
C3429,146610,5658
C3431,146790,
C3440,,5639
C3442,146080,
C3443,146260,-2753
C3453,,5425
C3454,,5422
C3455,126840,5383
C3475,,5433
C3499,,5435
C3503,,5412
C3509,134830,-7796
C3519,134640,5287
C3525,134140,5275
C3526,134140,5275
C3529,136700,
C3531,134820,5288
C3534,,-7838
C3537,851677,5298
C3544,135180,5297
C3557,,5318
C3558,,5318
C3564,,5085
C3566,134360,5280
C3567,,5307
C3571,,6040
C3573,138640,-3579
C3575,854546,5336
C3583,136230,5324
C3584,136230,5324
C3587,136260,5330
C3588,136260,5330
C3591,,5339
C3593,,5341
C3594,138280,5359
C3599,137910,
C3602,138130,5356
C3603,138730,5361
C3604,138790,
C3605,138670,5368
C3606,138620,-3322
C3613,138580,-468
C3614,138620,-3322
C3616,136210,
C3618,136210,
C3627,,2607
C3629,128910,5087
C3637,137250,5349
C3642,137300,5350
C3643,137850,5355
C3647,500330,
C3648,137210,5344
C3649,,3935
C3650,,3935
C3651,132710,5247
C3653,132730,-745
C3654,132730,-745
C3655,854543,5230
C3662,,-531
C3669,,5232
C3671,132440,5252
C3674,,5255
C3675,132820,5251
C3683,132440,5259
C3684,138880,700
C3685,,5046
C3687,138980,
C3688,854835,
C3690,139070,5390
C3694,,5382
C3703,139490,
C3704,131760,5401
C3714,131840,
C3721,139370,5396
C3723,139920,
C3724,129060,5089
C3725,129060,5089
C3732,139410,5397
C3749,127250,5096
C3751,143740,
C3752,,5097
C3753,,5586
C3754,,5152
C3755,127250,
C3759,132440,
C3760,149520,5709
C3761,149520,5709
C3762,150140,5728
C3763,149660,
C3765,138580,-468
C3766,148520,5767
C3767,126130,5069
C3768,854553,5725
C3775,147890,5727
C3776,147890,5727
C3781,,5730
C3782,,-510
C3785,148840,5716
C3787,854555,5720
C3789,854555,5720
C3792,854555,5720
C3798,149770,
C3800,149790,5733
C3801,,5734
C3806,148990,5724
C3810,149840,5742
C3811,139950,5007
C3812,150560,5743
C3828,854554,5735
C3835,,5770
C3840,149680,
C3844,148240,5740
C3847,,5792
C3850,854542,
C3857,854542,5108
C3858,,5106
C3860,131180,5107
C3862,128520,
C3863,128520,
C3866,129420,5104
C3867,136970,-5958
C3868,132210,5159
C3870,130160,5122
C3871,,5121
C3881,149730,5166
C3889,130630,5143
C3890,140540,5138
C3898,142250,5521
C3899,,5549
C3900,141440,5502
C3903,141400,5495
C3905,141420,5505
C3906,141420,5488
C3910,,5593
C3912,,-7894
C3918,141760,
C3920,141480,5491
C3922,157480,
C3928,854549,5537
C3929,,-7891
C3930,,-3088
C3931,133760,
C3932,133760,
C3934,133790,
C3935,854535,4603
C3937,133440,5266
C3939,133420,5269
C3940,133420,-1534
C3941,133990,5270
C3943,,5267
C3951,127060,
C3952,858549,5438
C3954,140090,
C3957,129190,5093
C3959,129190,5093
C3963,143410,-3125
C3965,854548,5151
C3970,143190,5539
C3971,,5737
C3972,600375,5552
C3981,855553,5554
C3982,855553,5554
C3983,450097,5553
C3986,125370,5458
C3992,143540,5578
C3993,140780,5461
C3996,,1206
C3998,851680,
C3999,143480,
C4001,143490,
C4003,851622,6978
C4006,550052,7051
C11280,550046,7044
C4007,851662,7039
C4010,172700,6982
C4017,854583,7137
C4018,177830,7086
C4019,851662,7038
C4020,851711,7055
C4050,,-4812
C4065,854573,6979
C4066,179800,7328
C4070,169790,7518
C4071,169790,7518
C4073,550046,7044
C4075,183450,7198
C4078,,7218
C4079,,7218
C4080,183240,7094
C4081,183430,7196
C4084,183120,7170
C4085,183120,7170
C4086,183460,7197
C4092,183530,
C4093,854590,7178
C4105,171450,
C4107,178580,-4793
C4109,850078,7244
C4115,,2316
C4122,170750,7224
C4130,,7228
C4143,178750,7207
C4149,177830,7086
C4150,851662,7038
C4151,169790,
C4166,175070,7194
C4167,175070,7194
C4170,,-260
C4171,,7098
C4172,,-49
C4173,,7109
C4188,,7475
C4204,173740,7482
C4211,173610,7476
C4219,173620,-3288
C4222,,7470
C4225,173710,-3807
C4243,176080,
C4245,,-3217
C4253,,7375
C4254,,7550
C4256,176330,-405
C4260,172550,
C4261,,-4807
C4268,,7382
C4269,,7382
C4282,854578,7271
C4283,172210,-3651
C4290,179330,7287
C4294,172150,7275
C4296,172250,-3883
C4302,852332,7277
C4303,179320,7274
C4307,172200,
C4320,175530,7294
C4323,179430,7297
C4324,179420,7302
C4329,172340,
C4330,172340,
C4334,175840,7306
C4337,,7310
C4339,175740,7305
C4358,66000,
C4368,,7340
C4378,184370,7767
C4387,184380,
C4392,171450,
C4403,178290,7233
C4407,175070,
C4408,179030,
C4409,,7234
C4411,,2613
C4415,,7231
C4418,178970,7232
C4419,179020,7252
C4427,171690,
C4428,171170,
C4430,858677,
C4432,184990,
C4433,184990,
C4434,184660,7351
C4435,184660,7351
C4440,184990,
C4445,92500,7343
C4452,176250,7148
C4453,184630,6975
C4485,,2937
C4493,,7365
C4508,,7544
C4519,854576,
C4521,172850,7547
C4522,169220,7371
C4529,180690,-8099
C4530,180690,-3893
C4531,180690,-8099
C4553,177780,
C4580,854592,
C4590,185830,-2519
C4591,170080,
C4592,170080,
C4599,170480,7156
C4615,170290,
C4616,170290,
C4618,,7125
C4622,,4829
C4635,174480,7638
C4651,177840,
C4661,182830,7123
C4668,175120,7131
C4674,178160,7144
C4691,170470,7155
C4692,170470,7155
C4693,170500,7156
C4702,173170,
C4707,169660,7451
C4720,169650,7453
C4732,171750,-206
C4737,180440,7417
C4740,,-568
C4755,173110,7433
C4763,180380,7407
C4768,,7430
C4777,173210,7425
C4796,,7392
C4798,172980,7394
C4814,180320,
C4820,176760,7420
C4827,185320,7405
C4828,173370,-8050
C4852,,7106
C4853,,7106
C4855,180950,7499
C4858,854588,7497
C4864,166130,6679
C4867,181210,7500
C4868,173680,7487
C4870,854588,
C4872,181250,
C4873,,7495
C4879,181270,
C4880,600041,1256
C4883,42370,1172
C4884,44310,-7701
C4894,600041,1256
C4895,600041,1256
C4896,600041,1256
C4899,42550,1228
C4900,42550,1228
C4901,44230,1265
C4902,42550,1228
C4904,43010,1192
C4910,43010,1196
C4911,43010,1187
C4921,43010,1187
C4927,,1305
C4928,53640,1640
C4929,45270,1317
C4936,42630,1229
C4937,42630,1229
C4938,42490,-690
C4948,,1233
C4955,,1237
C4963,,1241
C4964,,1241
C4966,51990,1249
C4967,,1524
C4980,50790,
C4982,44680,-972
C4984,,1460
C4988,,1456
C4993,47850,
C4994,46600,1431
C4996,,1438
C5003,46710,1383
C5033,45920,1348
C5035,45990,1349
C5038,46050,1355
C5039,,1363
C5040,46420,1378
C5041,65930,7146
C5053,,1358
C5055,46280,1239
C5057,46050,1354
C5064,46060,1356
C5071,,1359
C5073,46790,-4313
C5078,47220,1404
C5079,47020,1396
C5080,46660,1382
C5086,850648,1370
C5087,,1393
C5096,44430,1274
C5098,44430,1274
C5102,44460,1276
C5105,44910,1308
C5109,22980,1426
C5110,47271,1407
C5113,47310,
C5122,,1431
C5131,48090,1441
C5132,,1439
C5133,,1451
C5134,,1451
C5136,93780,3601
C5139,44740,
C5144,,1434
C5148,,1435
C5149,20900,
C5154,49470,1506
C5161,49460,1502
C5163,49620,1512
C5166,50030,1521
C5170,49520,1508
C5174,650064,
C5175,91940,433
C5177,,1559
C5178,,1566
C5181,,1566
C5183,43580,-379
C5184,43700,1557
C5188,43940,1570
C5189,43950,
C5190,44230,1265
C5194,52360,1552
C5201,,1588
C5203,52620,1572
C5218,854506,-3983
C5223,51170,
C5225,45900,1577
C5226,,1576
C5229,,1583
C5241,854504,
C5247,51900,1585
C5248,51900,1585
C5253,49060,1488
C5255,,1526
C5257,49120,1490
C5263,,1524
C5267,,2884
C5268,50270,1528
C5269,50340,1535
C5273,50540,54
C5276,50480,1532
C5279,49330,-6720
C5280,49800,1514
C5284,49850,1515
C5285,50700,1538
C5289,,1539
C5290,50310,
C5294,45860,1346
C5295,43030,
C5296,48700,1480
C5298,48330,1473
C5302,48880,1479
C5304,43010,1187
C5320,48760,1197
C5321,48790,1478
C5325,48980,-2140
C5326,48440,1482
C5338,,1475
C5339,,1487
C5343,49310,
C5344,52360,
C5349,52090,1602
C5355,50840,-2563
C5359,50860,1546
C5364,50900,
C5366,,-2756
C5368,60310,1989
C5369,60970,
C5381,60070,
C5385,59190,
C5387,61760,
C5409,159730,
C5418,20480,326
C5419,20090,257
C5420,22930,419
C5426,107,472
C5427,89,84
C5438,41180,1120
C5441,21010,236
C5444,27530,164
C5445,21770,1051
C5465,854499,1062
C5471,38390,
C5493,37990,
C5494,,413
C5495,27560,572
C5496,27560,572
C5501,27880,
C5502,27880,
C5508,38530,995
C5513,24070,453
C5527,24110,455
C5535,27190,578
C5544,,3466
C5548,39650,1043
C5557,,650
C5558,287,
C5560,39800,1050
C5565,31730,706
C5570,335,
C5571,41980,1146
C5574,340,266
C5580,340,266
C5581,325,268
C5583,33410,279
C5588,,281
C5589,49,
C5595,40890,1102
C5619,40570,1084
C5620,40630,1086
C5623,40640,
C5628,36750,-3456
C5629,37240,945
C5631,37480,
C5633,37480,
C5636,24610,
C5639,30160,660
C5640,851887,1072
C5651,264,223
C5655,281,225
C5659,33540,287
C5661,,1165
C5666,,1136
C5667,314,
C5673,95620,3542
C5675,151540,5830
C5676,851685,5831
C5679,114740,4428
C5684,114620,-699
C5691,156610,5812
C5695,151300,5814
C5696,112980,
C5698,154340,5992
C5699,121200,4610
C5701,,4079
C5704,155320,
C5706,155920,
C5707,38530,997
C5709,,6005
C5711,854557,5813
C5713,113410,4709
C5723,113430,
C5724,114460,-1470
C5725,114470,-7791
C5726,114470,-7791
C5727,114470,-7791
C5728,114460,-1470
C5730,,4650
C5731,113110,
C5732,600392,2254
C5735,152280,5832
C5738,114470,-7791
C5740,113070,
C5742,115570,4450
C5743,153350,5914
C5747,154080,5975
C5748,182660,7725
C5749,133800,
C5751,153350,5914
C5756,153250,5919
C5760,,5928
C5761,,5928
C5764,115700,4458
C5767,153350,5914
C5773,153600,5931
C5775,153880,
C5776,,5906
C5777,,6233
C5780,152150,
C5782,854561,-1069
C5785,,6168
C5791,,6171
C5800,,5810
C5802,119870,-773
C5805,,4587
C5807,151870,
C5808,118390,4588
C5814,118390,4588
C5815,118390,4890
C5821,156840,6123
